listing_id,year_built,year_renovated,renovation_scope,num_floors,basement_area_sqm,basement_natural_light,num_suites,solar_orientation,view_type,floor_material,window_type,condominium_name,is_gated_community,condo_fee_eur,nearby_schools,transport_access,distance_beach_min,distance_center_min,has_golf,amenities_list,renovation_potential,expat_appeal,rental_income_eur,tenant_occupied,has_al_license,is_aru_zone,is_heritage_protected,enriched_at
34298700,,,,2,,,2,,vistas deslumbrantes sobre a Serra de Sintra e a Quinta da Beloura,,,Quinta da Beloura,True,,Escola Americana,"excelentes acessos a Cascais, Sintra e Lisboa",,,True,piscina; jardim; lareira; recuperador de calor; churrasqueira; varanda,,alto,,,,,,2026-07-16T17:38:40.961617
35005637,,,,,,,,,,,,Abrunheira Prime,,,,IC19 (3 km) e A16 (4 km),,,,jardim; zona de churrasco; piscina privativa,,alto,,,,,,2026-07-16T17:38:43.597347
34641448,,,,1,,,1,Excelente,,,,,,,,"A16, IC19, A5, CREL, EN9",,,,painéis solares; capoto; recuperador de calor; poço; abrigo para arrumos; estacionamento para 4 carros; horta; jardim; churrasco; anexo com casa de banho completa,,,,,,,,2026-07-16T17:38:46.696080
34702395,,,,3,,,3,,vista aberta para o campo de golfe,,,Quinta da Beloura,,,escolas internacionais,"proximidade a acessos rápidos a Sintra, Cascais e Lisboa",,,True,piscina; jardim; arvores de fruto; zona de churrasco; furo; sistema de rega automática,,alto,,,,,,2026-07-16T17:38:49.607047
34494319,1700,2016,total,4,,,3,,"vistas panorâmicas sobre monumentos de Sintra, Palácio de Seteais",,,,False,,,30 min do Aeroporto de Lisboa,25.0,5.0,,piscina; jardins; horta; pomar; barbecue; tanque de água próprio,,alto,,,,,True,2026-07-16T17:38:52.893543
33435156,,2019,parcial,2,,,4,,vista desafogada,,,,,,,,,,,piscina; campo de ténis; jardim com árvores de fruto; garagem; churrasqueira; galinheiro; acesso adaptado a pessoas com mobilidade reduzida; poço; furo de água; 16 painéis solares,,alto,,,,,,2026-07-16T17:38:55.899793
34721153,,,total,,,,1,,,,PVC com corte térmico,Quinta da Beloura,True,,TASIS Portugal International School,,,,True,Campo de golfe; clube de ténis; centro hípico; ginásio; spa; áreas comerciais; restauração e serviços; escolas de prestígio,,alto,,,,,,2026-07-16T17:38:58.730722
34855126,,2019,total,2,,,1,Nascente/Poente,desafogada,,,,,,,,5.0,,,comércio local; restaurantes; cafés com esplanadas; mercado; talho; padaria; gelataria; farmácia; piscinas,,,,,,,,2026-07-16T17:39:01.532294
34944095,,,total,,,,,,serra,,,,,,,,,,,,,,,,,,,2026-07-16T17:39:03.988616
34645081,,,,3,,,2,,,,,,True,,CAISL; TASIS,,,,True,campo de ténis; ginásio; restaurante; campo de golfe; hotel,alto,alto,,,,,,2026-07-16T17:39:06.637419
33379736,,,,2,,,2,duas frentes,,,,Condomínio da Quinta da Beloura,True,,Carlucci American International School; Escola Internacional TASIS,paragens de autocarro a curta distância,,,True,campo de golfe; supermercados; cinema; centro comercial,,alto,,,,,,2026-07-16T17:39:09.214477
34786729,,,,,,,3,,vista para o Palácio da Pena,,,Vila Galé Sintra Resort Hotel,,500.0,,"30 minutos de Lisboa e do Aeroporto de Lisboa, 10 minutos de Cascais",,,,piscina exterior para adultos e crianças; campo de ténis; polidesportivo; piscina interior; spa; ginásio,,alto,,False,True,,,2026-07-16T17:39:12.226433
34800689,,2019,total,,,,1,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:39:14.489161
34835653,,,,,,,1,,,,,,,,,,,,True,piscina; espaços verdes; jardim; golfe,,,,,,,,2026-07-16T17:39:16.788046
34842594,,,total,3,,,1,,vista para o Parque de Sintra e Palácio da Pena e mar,madeira nobre,janelas em madeira maciça,,,,,,,,,"lareira; pavimento radiante; aquecimento central; varanda corrida em ferro trabalhado; jardim com plátanos, cerejeira japonesa, glicínias, roseirais, buganvílias e camélias; lago; anexo com lavandaria e casa de banho de apoio ao exterior",,alto,,,,,,2026-07-16T17:39:20.445189
34869530,,,total,4,,,6,sul,serra e mar,,,,,,escolas internacionais,,,,,,,alto,,,,,,2026-07-16T17:39:23.240051
35008511,,,total,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:39:25.502126
35040472,,,,,,,34,,vistas magníficas,,,,,,,,20.0,30.0,,receção com lobby e lounge; restaurante; área de café; bar de vinhos e aperitivos; espaço para comércio ou serviços; nove lugares de estacionamento; área de estacionamento público,,,,,,,,2026-07-16T17:39:28.082274
34319446,,,,,,,,,,,,,True,,TASIS Portugal International School; Carlucci American International School; Colégio São José - Ramalhão,6 minutos das A9 e A16; 15 minutos de Cascais; 30 minutos de Lisboa,,,,piscina; ginásio; sauna; zonas ajardinadas; garagem (3 lugares); arrecadação (2),,alto,,,,,,2026-07-16T17:39:30.969231
34553414,,,,3,,,2,,"mar, paisagem",,,,,,,,0,,,ar condicionado; aspiração central; eletrodomésticos incluídos; bomba de calor; sistema de ventilação natural e forçada; piscina privada; garagem; terraços,,alto,,False,,,,2026-07-16T17:39:33.508028
33741407,,,,2,,,,,vistas únicas sobre o Castelo dos Mouros e o Palácio da Pena,,,,,,Colégio São José – Ramalhão,,,,,piscina; garagem para 4 carros; jardim espaçoso,,alto,,,,,,2026-07-16T17:39:35.923242
34598373,,,,2,,,4,,,,,,,,,,10.0,,,,,,,,,,,2026-07-16T17:39:38.074474
34892370,,,,3,,,2,,,,corte térmico e acústico,,,,,bons acessos a Lisboa e a Sintra,2,,,piscina aquecida; painéis solares; ar condicionado; lareira; churrasqueira; carregador para carros eléctricos; garagem ampla fechada com portão automático,,alto,,,,,,2026-07-16T17:39:40.755373
35144365,,,,1,126.0,True,1,,,,,,,,parques urbanos,"A5, A9, A16, N9, N375",,,,comércio; escolas; ginásios; lavandaria; Hospital Cuf Sintra; Hospital de Cascais; hipermercados; supermercados,alto,,,,,,,2026-07-16T17:39:43.628952
34187339,,,,,,,,,,,,,,,,,2.0,5.0,,,,alto,,,,,,2026-07-16T17:39:45.751910
34417333,,,,,,,1,,,,,Quinta da Beloura,True,,,"proxima de comercio, servicos, escolas, transportes publicos e com rapidos acessos as autoestradas A9 e A16",,,,piscina; jardins,,,,,,,,2026-07-16T17:39:48.590243
34994325,,,total,3,,,1,,"mar, parque, palácio","madeira nobre, tijoleira tradicional portuguesa em barro cozido",portas e janelas em madeira maciça,,False,,,,,,,lareira; pavimento radiante; aquecimento central; jardim; lago; anexo com lavandaria e casa de banho; varandas; garrafeira; arrumos,,alto,,,,,True,2026-07-16T17:39:51.692709
34679312,,,total,,,,,sul,,pedra,,,,,,,,,,,,alto,,,,,,2026-07-16T17:39:53.844912
34032063,,,,3,,,2,,vista desafogada,,,,,,,"Servida de transportes públicos e próxima dos acessos a Lisboa, Sintra e Cascais.",,,,,,alto,,,,,,2026-07-16T17:39:56.470448
34227856,,,,2,,,1,,jardim e piscina,flutuante,,D Manuel,True,,escolas públicas,,,,,piscina; jardins; parque infantil; garagem box; parqueamentos para visitas; painéis solares; aspiração central; ar condicionado; estores eléctricos,,alto,,,,,,2026-07-16T17:39:59.273841
34990792,,,,2,,,1,,,,"Caixilharia em alumínio termo lacado com corte térmico, vidros duplos",,,,,"A16, A5, IC19",,,,alpendre; hall de entrada; sala em open space com cozinha equipada; terraço; lavandaria; wc social; hall de quartos; suite com closet e casa de banho privativa; wc com base de duche; pré-instalação de ar condicionado; painéis solares para aquecimento de águas,,alto,,,,,,2026-07-16T17:40:02.532874
34588731,,,,,,,3,,vista mar,,,,,,Carlucci American International School of Lisbon; TASIS Portugal,,,,,lareira; ar condicionado; piscina; despensa; varanda; closet,,alto,,,,,,2026-07-16T17:40:05.349810
31612585,,,,2,,,1,,"oceano, natureza",madeira,vidro duplo,,,,,,,,,lareira; pátio; jardim; piscina; estacionamento; varanda; pavimento aquecido; aspiração central; estores elétricos; churrasco; duche; arrecadação; lavandaria; furo de água; água da companhia,,,,,,,,2026-07-16T17:40:08.396328
34986512,,,,,,,,,vistas desafogadas,,vidros duplos,,False,,escolas,"transportes públicos, estação de comboios a 10 minutos",,,,árvores de fruto; adega; garagem; churrasqueira; mirante; quintal amplo,alto,alto,,True,,,,2026-07-16T17:40:11.086778
34789341,,,,3,70.0,True,2,,,,vidros duplos,Quinta da Beloura I,True,,TASIS; CAISL,"A5, A16, IC16, IC19",,,True,golfe; ténis; hipismo; ginásio; infraestruturas para crianças; supermercados; restaurantes; cafés; farmácia; clínica médica; spas; polo empresarial,,alto,,True,,,,2026-07-16T17:40:14.031571
34568305,,,,2,,,1,,"vista para a Serra de Sintra, vista para natureza",,,,,,,,,,,piscina privada; garagem para 2 carros; jardim; sala de lavandaria equipada; estação de carregamento elétrico; blackouts elétricos; piso radiante; clarabóia elétrica; casa de arrumação; estacionamento exterior adicional,,alto,,,,,,2026-07-16T17:40:16.997444
35095339,,2019,parcial,2,,,1,"nascente, sul, poente",jardim e piscina comuns,madeira,,Quinta da Beloura,True,,TASIS Portugal International School; Carlucci American International School of Lisbon,"A5, A16",10.0,,,Segurança privada; Piscina comum; Campo de futebol; Parque infantil; Ginásio; Churrasqueira; Garagem comum com tomada carregamento eléctrico; Arrecadações,,alto,,,,,,2026-07-16T17:40:20.119800
35133042,,,,,,,,sul,Serra de Sintra,,,,,,Sintra International School; outros colégios internacionais,,,,,piscina de agua salgada; barbecue; forno rústico; fogo de chão; jardim com rega automática; sistema de videovigilância; painéis fotovoltaicos; bomba de calor; VMC,,alto,,,,,,2026-07-16T17:40:23.151850
33669001,1999,2022,total,2,,,3,,,madeira maciça,vidros duplos,Quinta da Beloura I,True,,TASIS; CAISL,"A5 Cascais-Lisboa, IC 19 Sintra-Lisboa",,25,True,golf; ténis; hipismo; ginásio; supermercados; correios; restaurantes; cafés; farmácia; clínica médica; cabeleireiro; lavandaria,,alto,,,,,,2026-07-16T17:40:26.226301
34978941,2016,2022,parcial,3,,,3,,,,,,,,TASIS Portugal,,,,,lareira; piscina; lareira exterior; sala de cinema; banho turco; bar; closet; terraços; jardim,,alto,,,,,,2026-07-16T17:40:29.186855
34920901,,,,2,,,,,mar,,,,,,American International School of Lisbon; TASIS Portugal,,0.33,,,,alto,alto,,,,,,2026-07-16T17:40:31.441754
34966674,,,,3,236.0,,1,,unobstructed,multiplo,double glazing,,,,,,,,,,,,,,,,,2026-07-16T17:40:33.996759
34513644,,,,4,,,2,,mar,cerâmico e flutuante,,,,,,,,,,ar condicionado; estores elétricos e térmicos; aspiração central,,alto,,,,,,2026-07-16T17:40:36.539537
34923613,,,,2,,,4,,jardim,,,Quinta da Beloura,True,,Colégio da Beloura; TASIS Portugal; CAISL - American International School of Lisbon; King's College School Cascais,"A16, IC19",15,20,True,Segurança permanente 24 horas; Campo de golfe; Holmes Place Quinta da Beloura; Clube de ténis; Hotel Pestana Sintra Golf Resort & Spa; Hospital Lusíadas Sintra; Comércio e serviços; Centro equestre; Hospital CUF Sintra; Penha Longa Resort; Blue Padel Kourts,alto,alto,,,,,,2026-07-16T17:40:39.833464
34486468,,,,3,,,1,,jardim,,,Quinta da Beloura,True,,Carlucci American International School of Lisbon; TASIS Portugal; Butterflies; Colégio da Beloura,"IC19, A5, A16, 30 minutos do Aeroporto de Lisboa, 5 minutos do centro histórico de Sintra",,5,True,segurança 24 horas; supermercado; ginásio; clínica médica; farmácia; cabeleireiro; restaurantes; cafés; escolas internacionais; campos de golfe; centros comerciais,,alto,,,,,,2026-07-16T17:40:43.083236
32702405,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:40:45.259180
34579335,,,,4,148.8,,,,panorâmica cidade/palácios,,,,,,,,,,,,alto,alto,,,,,,2026-07-16T17:40:47.822634
34927287,,,parcial,2,,,0,,,,,,,,,,,,,cafés; restaurantes locais; supermercado; talho; mercado semanal,alto,alto,,,,True,,2026-07-16T17:40:50.382318
34001140,,,,3,,,4,,,,,,False,,Carlucci American International School of Lisbon; TASIS Portugal; Butterflies; Colégio da Beloura,"IC19, A5, A16, 30 minutos do Aeroporto de Lisboa, 5 minutos do centro histórico de Sintra",,5,True,supermercado; escolas com berçário e creche; ginásio; clínica médica; farmácia; cabeleireiro; restaurantes; cafés; centros comerciais,,alto,,,,,,2026-07-16T17:40:53.657866
34396678,,,,4,,,1,,,,,,,,escolas,,,,,comércio local; hipermercados; farmácias,,,,True,,,,2026-07-16T17:40:56.217045
34190682,,,,,,,3,Sul,"Vistas para a Piscina, Jardim e Serra",Lióz banana e madeira,,,,,,,,,,Piscina Aquecida Infinita; Geotermia; Painéis Fotovoltaicos; Estores de Sombreamento; Ar Condicionado; Aquecimento Central; Recarga automática no jardim; Furo de água,,,,,,,,2026-07-16T17:40:59.288241
34460584,1999,,,,,,,,,,,,,,Tasis; Carlucci; Belorinha,,,,True,piscina; jardim; espaço para jogos; ginásio; court de ténis; campo de golfe,,,,,,,,2026-07-16T17:41:01.969178
34637535,,,,2,,,,,,,,,,,,ligação rápida às principais artérias rodoviárias,5.0,,,,,,,,,,,2026-07-16T17:41:04.168664
35161479,,,,,,,,Nascente Poente,,,,,,,,,,,,piscina; jardim; elevador; Holmes place; LIDL; ALDI; cascais Shopping,,,,,,,,2026-07-16T17:41:06.538166
34897336,,,total,,,,,,montanha,pedra,,,,,,"local, a pé",,,,cafés; restaurantes; farmácia; supermercado; banco,,alto,,,,,,2026-07-16T17:41:08.966604
33692303,,,,3,,,4,,mar,,,,,,,autoestradas A16 e A5,,,,piscina de transbordo de sal; ginásio privativo; zona de barbecue; garagem para 3 carros; salão de festas; lavandaria; lareira na sala de estar,,alto,,,,,,2026-07-16T17:41:11.696282
34052220,,,,,,,1,,,madeira maciça,janelas tradicionais com portadas de madeira,,,,,,,,,,,,,,,,,2026-07-16T17:41:13.916099
34906215,,,,2,,,0,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:41:16.195376
34767197,,,,,,,,,,,,,,,,proximidade à A16 e ao IC19; excelente rede de transportes à porta,,,,,,,,,,,,2026-07-16T17:41:18.613631
34678177,,,,,,,2,,vista deslumbrante,,,,,,,próximo a transportes,,,,,,,,,,,,2026-07-16T17:41:20.977253
35026090,,,,2,,,4,,golf course,,,Quinta da Penha Longa,True,,,,,,True,24-hour security; luxury hotel; spa; restaurants,,alto,,,,,,2026-07-16T17:41:23.250800
34926040,1930,,,2,,,,,Serra de Sintra e Oceano Atlântico,,,,False,,,,,,,,,alto,,,,,True,2026-07-16T17:41:25.604557
33350013,,,,3,,,4,,panorâmica,,,,,,,,,,False,piscina; bbq; sauna; garagem; alpendre,alto,alto,,,,,,2026-07-16T17:41:27.961092
35045961,,,total,,,,,,serra,madeira,,,,,escolas internacionais,A16 a 1 minuto,,,True,terraço; jardim de inverno,,alto,,,,,,2026-07-16T17:41:30.476906
34668939,,,,2,,,3,,,,grandes janelas,,False,,Colégio Catarina de Bragança,"acessos rápidos a Sintra, Cascais e Lisboa",3.0,,,piscina; terraços; jardim paisagístico irrigado; estacionamento para 3 viaturas; carregador veículo elétrico; domótica KNX; bomba de calor; painéis solares com baterias; ventilação VMC; fechadura inteligente; CCTV,,alto,,False,,,,2026-07-16T17:41:33.416167
35069899,,,,3,,,1,sul,vistas deslumbrantes para a Serra de Sintra e para o icónico Palácio de Monserrate,,caixilharia de alta qualidade com vidros duplos e triplos oscilobatentes,,,,,,,,,,,alto,,,,,,2026-07-16T17:41:36.035457
34834870,,,,,,,,,"natural, green",,,,,,,"25 minutos de Lisboa, próximo das praias de Cascais, acessos rápidos",,,,minas de água; adega tradicional; estufa; casa de caseiro; garagem; casa de apoio agrícola,alto,alto,,,,,,2026-07-16T17:41:38.597497
32832835,,,,,,,1,,,,,Oliveiras,True,,,próximo de transportes públicos,,,,piscina; zona lounge; parque infantil; ginásio equipado; sauna,,,,True,,,,2026-07-16T17:41:40.951789
34950741,1938,,,2,,,1,invejável,,,,,,,,,,,,ponto de carregamento para veículos elétricos; lareira; aquecimento central; adega tradicional; zona de churrasqueira; arrecadação; estacionamento coberto,,alto,,,,,,2026-07-16T17:41:43.529600
34348665,,,,,,,,,,,,,,,,,,,,piscina; churrasqueira; forno de lenha; painéis solares térmicos e fotovoltaicos; garagem espaçosa; zona de lazer exterior,,alto,,,,,,2026-07-16T17:41:46.117902
35094654,,,,2,,,,,,,,,,,,"A16, IC19",,10.0,,banco; farmácia; hipermercados,,,,,,,,2026-07-16T17:41:48.133051
34324292,,,,,,,,norte-sul,mar e serra de Sintra,,,,,,,,,,,cafés; ATM; trilhos; acesso rápido a serviços,,alto,,,True,,,2026-07-16T17:41:50.471069
34874269,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:41:52.555312
34919143,,,,2,,,4,,vista desafogada,,,Quinta da Beloura,True,,Colégio da Beloura; TASIS Portugal; CAISL – American International School of Lisbon; King's College School,"A16, IC19",,,True,"Vigilância 24 horas; Campo de golfe; Holmes Place; Fitness, Nutrition & SPA; Clube de ténis; Hotel Pestana; Hospital Lusíadas; Restaurantes e serviços; Centro equestre",alto,alto,,,,,,2026-07-16T17:41:55.425749
34945911,,,total,2,,,2,,,,,,,,,,5,,,mar; comércio; serviços; ligações a Sintra; ligações a Lisboa; ligações a Cascais,,alto,,,,,,2026-07-16T17:41:57.669178
35046728,,,total,2,,,1,,mar,,,,,,,,7,,,walk-in closet; churrasqueira; garagem fechada para 5 viaturas; wallbox; aquecimento central a pellets; lareira ventilada de 10 kW; pré-instalação de ar condicionado; painel solar; bomba de calor,,alto,,,,,,2026-07-16T17:42:00.628063
34374313,,,,,,,3,,vistas amplas e desimpedidas sobre os palácios icónicos da vila e as colinas verdejantes,,,,,,,,,,False,piscina; sauna; zona de fogueira; jardim; elevador interior; garagem; garrafeira; apartamento independente; terraços; depósito de gasóleo de 1600 litros,,alto,,,,,True,2026-07-16T17:42:03.596641
34314240,,,,,,,,,,madeira natural,,,,,,estação de comboios de Sintra,,,,,,alto,,,,,,2026-07-16T17:42:05.858874
34525150,,,total,3,,,,,,,,Penha Longa,True,,,,10,,True,spa; health club; restaurantes; campos de golfe; clube de raquetes; instalações de bem-estar,,alto,,,,,,2026-07-16T17:42:08.048944
35046099,,,,2,,,,,,,,,,,Carlucci American International School (CAISL); TASIS Portugal,,,,True,Supermercado SuperCor (El Corte Inglés); Quinta da Beloura; CascaiShopping; acessos rápidos à A5 e IC19 (Lisboa/Cascais/Sintra),alto,alto,,,,,,2026-07-16T17:42:10.473500
34943008,,,parcial,,,,2,,,,,,,,,"Lisboa, Cascais, Sintra",10,,,piscina; jardim; terraço; lareira exterior; churrasqueira; forno a lenha; garagem; lavandaria; ar condicionado,,alto,,,,,,2026-07-16T17:42:12.914902
35149888,,,,2,,,,,,,,,,,,,,,,,alto,alto,,,,,,2026-07-16T17:42:15.160124
35107823,,,,,,,5,,mar,,,,,,,,,,,painéis solares; boxes para cavalos; armazéns de apoio; garagem; projeto aprovado para piscina,,alto,,,,,,2026-07-16T17:42:17.361354
34419578,,,,,,,6,,,,,,,,,300 metros da estação ferroviária; 40 minutos de carro de Lisboa,,,,,,,,True,,,,2026-07-16T17:42:19.671360
35085320,,,,3,49.0,,1,,,,,Zen Village,True,,,,3.0,15.0,,,,alto,,,,,,2026-07-16T17:42:21.760982
35049207,,,,2,,,1,,,,caixilharia de vidro duplo,,,,,,,,,jardim envolvente; piscina privativa; estacionamento para três viaturas; zonas de lazer,,alto,,,,,,2026-07-16T17:42:24.146278
33995095,2009,,,1,,,3,,"vista sobre o Palácio da Pena, Palácio de Monserrate e Castelo dos Mouros",,,,,,,,,,,lareira; garagem para 4 carros; jardins; pomar; 8 painéis fotovoltaicos; geotermia; ginásio; duas arrecadações,,,,,,,,2026-07-16T17:42:27.095495
34285530,,,,2,,,1,,,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:42:29.146517
35035539,,,,3,,,1,,"vista de mar frontal, vista direta para o Atlântico",,,,,,,,,,,jardim; piscina; terraços; sauna; lavandaria; arrumos; garagem,,,,,,,,2026-07-16T17:42:31.551411
35160281,,,,,,,1,,"mar, serra",,,,,,,,,,,piscina; churrasqueira; forno a lenha; garagem; alarme,,alto,,,,,,2026-07-16T17:42:33.865710
33309017,,,,,,,7,,,,,,,,,,,5,,aquecimento central; ar condicionado; sala de festas; pérgola; piscina; wc de apoio exterior; lagos; quedas de água,,alto,,,,,,2026-07-16T17:42:36.266651
35134852,,2010,total,1,,,3,,,,,,False,,,,19.0,,False,piscina; campo de ténis; churrasqueira; garagem exterior; anexo para arrecadação; furo de água; árvores de fruto; apartamento independente para hóspedes,alto,alto,,,,,,2026-07-16T17:42:38.650417
32741554,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:42:40.768449
34386471,,,,,,,1,,,,,,,,,,,,,barbecue,,,,,,,,2026-07-16T17:42:42.813194
33496460,,,,,,,,,,,janelas do chão ao teto,,True,,escolas (internacionais),,,,True,piscina privada; espaços verdes; lazer; restauração; comércio de luxo; golfe; ténis; padel; surf,,alto,,,,,,2026-07-16T17:42:45.340624
34167429,,2022,total,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:42:47.220244
34404320,,,,2,,,,,,,,,,,escolas,"A16, IC19, centro de Sintra, transportes públicos",,,,hipermercado; farmácia; transportes públicos; serviços camarários; conservatórias; finanças,alto,,,,,,,2026-07-16T17:42:49.680658
35099288,,,,,,,1,,,,,,True,,Escola Americana - CAISL; TASIS,"A16, A5, IC19",,,True,campo de golfe; clube de ténis e padel; centro de equitação; ginásio Holmes Place; escolas privadas e internacionais; proximidade a creches; farmácias; restaurantes; supermercado Supercor; Cascaishopping; hospital CUF Cascais; hospital CUF Sintra,,alto,,,,,,2026-07-16T17:42:52.677241
34964196,,,,2,,,1,,mar para norte e serra para oeste e sul,,,,,,,,,,,restauração; minimercados,,alto,,,,,,2026-07-16T17:42:54.676265
35066126,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:42:56.537015
34606972,,,,,,,,,Vistas deslumbrantes para o Palácio da Pena,,,,,,,,15.0,,,pomar produtivo; espelho de água,,,,,True,,,2026-07-16T17:42:58.789778
34317930,,,,,52.0,,,,,,,Condomínio das Oliveiras,True,,TASIS Portugal International School (500 m); Carlucci American International School (1000 m); Colégio São José - Ramalhão (3000 m),"Transportes públicos nas proximidades; vias rápidas A16, A5 e IC19",,,,piscinas; ginásio; sauna,,alto,,True,,,,2026-07-16T17:43:01.357127
35039875,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:43:03.497037
30336720,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:43:05.639480
34941710,,,,,,,1,,,,,,,,,acessos rápidos à A16 e IC19,,,,garagem box; lavandaria; varanda; estores elétricos; pré-instalação de ar condicionado; cozinha equipada,,,,,,,,2026-07-16T17:43:08.105175
35095070,,,,,,,,nascente/poente,,flutuante laminado Carvalho beje 9mm,"PVC com corte térmico/acústico, vidro duplo",Quinta das Maçarocas,,,TASIS Portugal International School; Carlucci American International School of Lisbon; Butterflies Education,,,20.0,,,,,,,,,,2026-07-16T17:43:10.870419
35095007,,,,,,,,nascente/poente,natureza,Pavimento flutuante laminado Carvalho beje 9mm,Caixilharia PVC com corte térmico/acústico | vidro duplo,Quinta das Maçarocas,True,,TASIS Portugal International School; Carlucci American International School of Lisbon; Butterflies Education,,,20.0,True,Farmácias; Clínicas; Campos de Golfe; Supermercados,,alto,,,,,,2026-07-16T17:43:13.537776
34587937,,,parcial,2,,,1,,,,"oscilo batente, vidros duplos",,,,,,,,,mercearias; cafés; restaurantes; farmácia,baixo,alto,,,,,,2026-07-16T17:43:15.990317
34660916,,,,1,,,3,,vista desafogada para a Serra de Sintra,,,,False,,,,5,,,piscina privada; zonas de arrumos; estacionamento; furo; portão elétrico; árvores de fruto; kitchenette,,alto,,,,,,2026-07-16T17:43:18.653383
34861065,,,,3,,,6,,vistas,,janelas do chão ao teto,,,,escolas internacionais,,,,,piscina infinita; spa; sauna; jacuzzi; ginásio; sala de cinema; garagem para 6 carros; cozinha exterior; área de churrasco; mesa de bilhar,,alto,,,,,,2026-07-16T17:43:21.519635
35135522,,,,,,,,,,,,,,,Colégios internacionais próximos,A 10min. de acessibilidade,5.0,10.0,,,,alto,,,,,,2026-07-16T17:43:23.714312
35108406,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:43:25.692691
34568834,1998,,,2,,,,,mar e serra,,vidros duplos,,,,,,,,,painel solar; aquecimento central,,alto,,,,,,2026-07-16T17:43:27.741888
34872601,,,,,,,,,vista mar,,,,,,,,,,,,,alto,,,,,,2026-07-16T17:43:30.020310
34318599,1990,,,2,,,,,Serra de Sintra,,,,,,,,5.0,5.0,,,alto,alto,,,,True,,2026-07-16T17:43:32.342825
35139536,,,total,,,,1,,,,,,True,,escolas internacionais,,,,True,lareira com recuperador de calor; ar condicionado em todas as divisões; varanda; três lugares de garagem independentes; arrecadação,,alto,,,,,,2026-07-16T17:43:34.614469
35006407,,,,2,,,2,,,,,Casas do Golfe,,,escolas internacionais,"acessos rápidos a Lisboa, Cascais e Sintra",,,True,garagem; jardim; piscina; cozinha equipada,,alto,,,,,,2026-07-16T17:43:36.757918
34905231,,,,,,,2,,,,,,,,,,,,,piscina; jardim; terraço; garagem; arrecadação,,alto,,True,,,,2026-07-16T17:43:38.898963
34823791,,2023,total,,,,,,,,PVC,,,,escolas,IC19,,,,supermercados; hospital,,,,,,,,2026-07-16T17:43:41.189014
34402650,,,,3,,,,,vista serra,,,,,,,,,,,,,,,,,,,2026-07-16T17:43:43.287973
34285356,,,,,,,,sul,"serra de sintra, palácio da pena, castelo dos mouros",,envidraçada (marquise),,False,,,"5g, fibra ótica",10,6,,lareira; marquise envidraçada; garagem com lavandaria e casa de banho; jardim; terraço; churrasco coberto; estacionamento privativo até 3 viaturas; duas arrecadações,alto,alto,,,,,,2026-07-16T17:43:46.298979
34656962,2023,,,3,,,1,,"vista sobre o Palácio Nacional, Castelo dos Mouros e Palácio da Pena",,vidros triplos,,,,,"A16, CREL e IC19",,5,,cafés; restaurantes; minimercado; farmácia; clínica de saúde,,alto,,,,,,2026-07-16T17:43:48.891266
34376919,,,,,,,0,,,,,,,,,,,,,painéis solares; lareira com recuperador de calor; churrasqueira; forno; garagem fechada; arrecadação,,,,,,,,2026-07-16T17:43:51.342854
34871820,,,total,2,,,1,,mar,madeira,PVC,,,,Tasis; Caisl; St. Julian's,"Cascais, Lisboa, Aeroporto Humberto Delgado",2,,,ar condicionado; alarme; barbecue; piscina; rega automática,,alto,,,,,,2026-07-16T17:43:53.672091
32932794,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2026-07-16T17:43:55.622494
34872664,,,,2,,,,,,,,,,,escolas,transportes públicos e rodoviários,,,,comércio local,,,,,,,,2026-07-16T17:43:57.743154
34368655,,,,,,,1,,,,janelas de excelente qualidade,Quinta Verde,,,,,,,,jardim privativo; garagem; lareira; recuperador de calor; cozinha totalmente equipada; churrasqueira; 6 painéis solares fotovoltaicos; sistema de rega automático; pré instalação para baterias,,,,,,,,2026-07-16T17:44:00.372554
35005623,1970,,,2,,,,Sul,"serra (Castelo dos Mouros, Palácio da Pena, Seteais, Palácio de Monserrate)",,,,,,,,10,20,,,alto,alto,,,,,,2026-07-16T17:44:02.655947
35020621,1999,,,,,,1,Ótima orientação solar,,,,,,,Tasis; Carlucci; Belourinha,"A poucos minutos das principais vias rápidas, facilitando o acesso a Lisboa, Cascais e outras zonas",,,True,piscina; jardim; zona de convívio e jogos; ginásio; campo de golfe; court de ténis,,alto,,,,,,2026-07-16T17:44:05.371915
34527611,,,,2,,,1,,vista para o Convento de Mafra,,,,,,público; privado,,5.0,,,,,,,,,,,2026-07-16T17:44:07.495520
